Name,Genres,Language,Rating,OrderedSet
Better Call Saul,"['Drama', 'Crime', 'Legal']",English,8.6,"Better Call Saul | ['Drama', 'Crime', 'Legal'] | English | 8.6"
Better Off Ted,['Comedy'],English,8.2,Better Off Ted | ['Comedy'] | English | 8.2
Better with You,"['Comedy', 'Family']",English,7,"Better with You | ['Comedy', 'Family'] | English | 7"
Between,"['Drama', 'Science-Fiction', 'Mystery']",English,6.5,"Between | ['Drama', 'Science-Fiction', 'Mystery'] | English | 6.5"
"Beverly Hills, 90210","['Drama', 'Romance']",English,6.3,"Beverly Hills, 90210 | ['Drama', 'Romance'] | English | 6.3"
Bewitched,"['Comedy', 'Family', 'Fantasy']",English,7.5,"Bewitched | ['Comedy', 'Family', 'Fantasy'] | English | 7.5"
Beyond Scared Straight: Back Talk,"['Drama', 'Crime']",English,,"Beyond Scared Straight: Back Talk | ['Drama', 'Crime'] | English"
Beyond Scared Straight: Extreme Teens,"['Drama', 'Crime']",English,,"Beyond Scared Straight: Extreme Teens | ['Drama', 'Crime'] | English"
Beyond the Tank,[],English,,Beyond the Tank | [] | English
Biblical Conspiracies,['History'],English,,Biblical Conspiracies | ['History'] | English
Big Blue Live,['Nature'],English,,Big Blue Live | ['Nature'] | English
Big Brother,[],English,5.9,Big Brother | [] | English | 5.9
Big Brother,[],English,5.3,Big Brother | [] | English | 5.3
Big Brother Canada,[],English,6.6,Big Brother Canada | [] | English | 6.6
Big Crazy Family Adventure,"['Adventure', 'Family', 'Travel']",English,,"Big Crazy Family Adventure | ['Adventure', 'Family', 'Travel'] | English"
Big Giant Swords,[],English,,Big Giant Swords | [] | English
Big Love,['Drama'],English,7.7,Big Love | ['Drama'] | English | 7.7
Big Night Out,[],English,,Big Night Out | [] | English
Big Shots,"['Drama', 'Comedy']",English,,"Big Shots | ['Drama', 'Comedy'] | English"
Big Smo,['Music'],English,,Big Smo | ['Music'] | English
"Big Time in Hollywood, FL",['Comedy'],English,7.5,"Big Time in Hollywood, FL | ['Comedy'] | English | 7.5"
Big Trouble in Thailand,[],English,,Big Trouble in Thailand | [] | English
Big Women: Big Love,['Romance'],English,,Big Women: Big Love | ['Romance'] | English
Biggest and Baddest,['Nature'],English,,Biggest and Baddest | ['Nature'] | English
Bij Dino in de Straat,['Comedy'],Dutch,,Bij Dino in de Straat | ['Comedy'] | Dutch
Bikinis & Boardwalks,['Travel'],English,,Bikinis & Boardwalks | ['Travel'] | English
Billy & Billie,"['Drama', 'Comedy', 'Romance']",English,6.3,"Billy & Billie | ['Drama', 'Comedy', 'Romance'] | English | 6.3"
Bionic Woman,"['Action', 'Science-Fiction']",English,6.5,"Bionic Woman | ['Action', 'Science-Fiction'] | English | 6.5"
Birds of a Feather,['Comedy'],English,7.3,Birds of a Feather | ['Comedy'] | English | 7.3
Birds of Prey,"['Action', 'Adventure', 'Science-Fiction']",English,7.8,"Birds of Prey | ['Action', 'Adventure', 'Science-Fiction'] | English | 7.8"
Birdsong,"['Drama', 'Romance', 'War']",English,7.8,"Birdsong | ['Drama', 'Romance', 'War'] | English | 7.8"
Bitchin' Rides: Beyond Bitchin',[],English,,Bitchin' Rides: Beyond Bitchin' | [] | English
Bitten,"['Drama', 'Horror', 'Romance']",English,7.4,"Bitten | ['Drama', 'Horror', 'Romance'] | English | 7.4"
Bizarre Foods with Andrew Zimmern,"['Food', 'Travel']",English,7,"Bizarre Foods with Andrew Zimmern | ['Food', 'Travel'] | English | 7"
Bizarre Foods: Delicious Destinations,"['Adventure', 'Food', 'Travel']",English,6,"Bizarre Foods: Delicious Destinations | ['Adventure', 'Food', 'Travel'] | English | 6"
Black Books,['Comedy'],English,8.4,Black Books | ['Comedy'] | English | 8.4
Black Butler,"['Drama', 'Action', 'Anime']",Japanese,7.4,"Black Butler | ['Drama', 'Action', 'Anime'] | Japanese | 7.4"
Black Dynamite,"['Comedy', 'Action']",English,8,"Black Dynamite | ['Comedy', 'Action'] | English | 8"
Black Gold,[],English,,Black Gold | [] | English
Black Mirror,"['Drama', 'Science-Fiction', 'Thriller']",English,8.5,"Black Mirror | ['Drama', 'Science-Fiction', 'Thriller'] | English | 8.5"
Black Sails,"['Drama', 'Action', 'Adventure']",English,8.4,"Black Sails | ['Drama', 'Action', 'Adventure'] | English | 8.4"
Black Sash,"['Drama', 'Action']",English,,"Black Sash | ['Drama', 'Action'] | English"
Black Scorpion,"['Action', 'Crime', 'Science-Fiction']",English,6.1,"Black Scorpion | ['Action', 'Crime', 'Science-Fiction'] | English | 6.1"
Black Work,"['Drama', 'Thriller']",English,7.8,"Black Work | ['Drama', 'Thriller'] | English | 7.8"
black-ish,"['Comedy', 'Family']",English,6,"black-ish | ['Comedy', 'Family'] | English | 6"
Blackadder,"['Comedy', 'History']",English,8.4,"Blackadder | ['Comedy', 'History'] | English | 8.4"
Blade: The Series,"['Action', 'Supernatural']",English,6.8,"Blade: The Series | ['Action', 'Supernatural'] | English | 6.8"
Bleach,"['Action', 'Adventure', 'Anime', 'Fantasy']",Japanese,8.2,"Bleach | ['Action', 'Adventure', 'Anime', 'Fantasy'] | Japanese | 8.2"
Bleak House,"['Drama', 'Mystery', 'Legal']",English,8,"Bleak House | ['Drama', 'Mystery', 'Legal'] | English | 8"
Blindspot,"['Drama', 'Crime', 'Thriller']",English,7.5,"Blindspot | ['Drama', 'Crime', 'Thriller'] | English | 7.5"
Bloedverwanten,['Drama'],Dutch,,Bloedverwanten | ['Drama'] | Dutch
Blood & Oil,['Drama'],English,6.8,Blood & Oil | ['Drama'] | English | 6.8
Blood Ties,"['Drama', 'Action', 'Horror']",English,7.9,"Blood Ties | ['Drama', 'Action', 'Horror'] | English | 7.9"
Bloodline,"['Drama', 'Thriller', 'Mystery']",English,7.9,"Bloodline | ['Drama', 'Thriller', 'Mystery'] | English | 7.9"
Blossom,"['Drama', 'Comedy', 'Family']",English,7.4,"Blossom | ['Drama', 'Comedy', 'Family'] | English | 7.4"
Blue Bloods,"['Drama', 'Crime']",English,8.1,"Blue Bloods | ['Drama', 'Crime'] | English | 8.1"
Blue Collar Millionaires,[],English,,Blue Collar Millionaires | [] | English
Blue Mountain State,"['Comedy', 'Sports']",English,8,"Blue Mountain State | ['Comedy', 'Sports'] | English | 8"
Bluestone 42,"['Drama', 'Comedy', 'War']",English,7.1,"Bluestone 42 | ['Drama', 'Comedy', 'War'] | English | 7.1"
Blunt Talk,"['Drama', 'Comedy']",English,7.1,"Blunt Talk | ['Drama', 'Comedy'] | English | 7.1"
Boardwalk Empire,"['Drama', 'Crime']",English,8.3,"Boardwalk Empire | ['Drama', 'Crime'] | English | 8.3"
Bob's Burgers,"['Comedy', 'Family']",English,7.9,"Bob's Burgers | ['Comedy', 'Family'] | English | 7.9"
Body of Proof,"['Drama', 'Crime']",English,7.7,"Body of Proof | ['Drama', 'Crime'] | English | 7.7"
BoJack Horseman,"['Drama', 'Comedy']",English,7.9,"BoJack Horseman | ['Drama', 'Comedy'] | English | 7.9"
Bomb Girls,"['Drama', 'Romance', 'War']",English,7.7,"Bomb Girls | ['Drama', 'Romance', 'War'] | English | 7.7"
Bondi Rescue,"['Drama', 'Action']",English,7.9,"Bondi Rescue | ['Drama', 'Action'] | English | 7.9"
Bonekickers,"['Drama', 'Adventure']",English,,"Bonekickers | ['Drama', 'Adventure'] | English"
Bones,"['Drama', 'Crime', 'Medical']",English,8.1,"Bones | ['Drama', 'Crime', 'Medical'] | English | 8.1"
Boogiepop Phantom,"['Drama', 'Anime', 'Horror']",Japanese,8,"Boogiepop Phantom | ['Drama', 'Anime', 'Horror'] | Japanese | 8"
BOOM!,[],English,,BOOM! | [] | English
Boomtown,"['Action', 'Adventure', 'Crime']",English,,"Boomtown | ['Action', 'Adventure', 'Crime'] | English"
Booze Traveler,"['Food', 'Travel']",English,,"Booze Traveler | ['Food', 'Travel'] | English"
Bored to Death,"['Drama', 'Comedy', 'Crime']",English,7.7,"Bored to Death | ['Drama', 'Comedy', 'Crime'] | English | 7.7"
Born Again Virgin,['Comedy'],English,,Born Again Virgin | ['Comedy'] | English
Born in the Wild,[],English,,Born in the Wild | [] | English
Bosch,"['Drama', 'Crime', 'Mystery']",English,8.5,"Bosch | ['Drama', 'Crime', 'Mystery'] | English | 8.5"
Boss,"['Drama', 'Crime']",English,7.9,"Boss | ['Drama', 'Crime'] | English | 7.9"
Boston EMS,['Medical'],English,,Boston EMS | ['Medical'] | English
Boston Legal,"['Drama', 'Comedy', 'Legal']",English,8,"Boston Legal | ['Drama', 'Comedy', 'Legal'] | English | 8"
Boston Med,"['Drama', 'Medical']",English,,"Boston Med | ['Drama', 'Medical'] | English"
Boston's Finest,"['Drama', 'Crime']",English,,"Boston's Finest | ['Drama', 'Crime'] | English"
Botched,['Medical'],English,7,Botched | ['Medical'] | English | 7
Boy Meets World,"['Drama', 'Comedy', 'Family']",English,7.3,"Boy Meets World | ['Drama', 'Comedy', 'Family'] | English | 7.3"
Brad Meltzer's Lost History,['History'],English,,Brad Meltzer's Lost History | ['History'] | English
Branson Famous,['Music'],English,,Branson Famous | ['Music'] | English
Branson Taxi,[],English,,Branson Taxi | [] | English
Brass Eye,['Comedy'],English,,Brass Eye | ['Comedy'] | English
Brazil Red,['Drama'],Portuguese,,Brazil Red | ['Drama'] | Portuguese
Breaking Amish,[],English,,Breaking Amish | [] | English
Breaking Bad,"['Drama', 'Crime', 'Thriller']",English,9.2,"Breaking Bad | ['Drama', 'Crime', 'Thriller'] | English | 9.2"
Breaking Borders,[],English,,Breaking Borders | [] | English
Breaking In,"['Comedy', 'Action', 'Crime']",English,7.4,"Breaking In | ['Comedy', 'Action', 'Crime'] | English | 7.4"
Breaking Point,['Crime'],English,,Breaking Point | ['Crime'] | English
Breakout Kings,"['Drama', 'Action', 'Crime']",English,7.4,"Breakout Kings | ['Drama', 'Action', 'Crime'] | English | 7.4"
Brickleberry,['Comedy'],English,7.7,Brickleberry | ['Comedy'] | English | 7.7
Brides Gone Styled,[],English,,Brides Gone Styled | [] | English
Brideshead Revisited,['Drama'],English,8,Brideshead Revisited | ['Drama'] | English | 8
Brilliant Ideas,[],English,,Brilliant Ideas | [] | English
Brimstone,"['Action', 'Fantasy', 'Horror']",English,6.8,"Brimstone | ['Action', 'Fantasy', 'Horror'] | English | 6.8"
Bring It!,[],English,,Bring It! | [] | English
Bringing Up Bates,['Family'],English,4.2,Bringing Up Bates | ['Family'] | English | 4.2
Britain's Flying Past,['History'],English,,Britain's Flying Past | ['History'] | English
Britain's Great War,"['War', 'History']",English,,"Britain's Great War | ['War', 'History'] | English"
Broad City,['Comedy'],English,8,Broad City | ['Comedy'] | English | 8
Broadchurch,"['Drama', 'Crime', 'Mystery']",English,8.4,"Broadchurch | ['Drama', 'Crime', 'Mystery'] | English | 8.4"
Broke Bites: What the Fung?!,"['Comedy', 'Food', 'Family']",English,,"Broke Bites: What the Fung?! | ['Comedy', 'Food', 'Family'] | English"
Bron / Broen,"['Drama', 'Crime', 'Thriller']",Swedish,8.4,"Bron / Broen | ['Drama', 'Crime', 'Thriller'] | Swedish | 8.4"
Brooklyn Nine-Nine,"['Comedy', 'Action', 'Crime']",English,8.1,"Brooklyn Nine-Nine | ['Comedy', 'Action', 'Crime'] | English | 8.1"
Brothers & Sisters,['Drama'],English,7.7,Brothers & Sisters | ['Drama'] | English | 7.7
Bubble Guppies,['Children'],English,5.4,Bubble Guppies | ['Children'] | English | 5.4
Bubblegum Crisis: Tokyo 2040,"['Action', 'Adventure', 'Anime', 'Science-Fiction']",Japanese,6.7,"Bubblegum Crisis: Tokyo 2040 | ['Action', 'Adventure', 'Anime', 'Science-Fiction'] | Japanese | 6.7"
Buck Rogers in the 25th Century,"['Action', 'Adventure', 'Science-Fiction']",English,7.7,"Buck Rogers in the 25th Century | ['Action', 'Adventure', 'Science-Fiction'] | English | 7.7"
Buffy the Vampire Slayer,"['Drama', 'Action', 'Supernatural']",English,8.5,"Buffy the Vampire Slayer | ['Drama', 'Action', 'Supernatural'] | English | 8.5"
Building Belushi,"['Comedy', 'DIY']",English,,"Building Belushi | ['Comedy', 'DIY'] | English"
Bullseye,['Family'],English,,Bullseye | ['Family'] | English
Bunheads,"['Drama', 'Comedy']",English,7.9,"Bunheads | ['Drama', 'Comedy'] | English | 7.9"
Bunk'd,"['Comedy', 'Children']",English,6.5,"Bunk'd | ['Comedy', 'Children'] | English | 6.5"
Bureau Raampoort,"['Drama', 'Crime']",Dutch,,"Bureau Raampoort | ['Drama', 'Crime'] | Dutch"
"Burgers, Brew & 'Que","['Food', 'Travel']",English,,"Burgers, Brew & 'Que | ['Food', 'Travel'] | English"
Burn Notice,"['Drama', 'Action', 'Crime']",English,8,"Burn Notice | ['Drama', 'Action', 'Crime'] | English | 8"
Burning Love,"['Comedy', 'Romance']",English,5,"Burning Love | ['Comedy', 'Romance'] | English | 5"
Bush Pilots,['Adventure'],English,,Bush Pilots | ['Adventure'] | English
Buying the Bayou,[],English,,Buying the Bayou | [] | English
Buying the Rockies,[],English,,Buying the Rockies | [] | English
Bye Felicia!,[],English,,Bye Felicia! | [] | English
Cabin Fever,[],English,,Cabin Fever | [] | English
Cabin Truckers,['Travel'],English,,Cabin Truckers | ['Travel'] | English
Cake Boss,"['Food', 'Family']",English,4.6,"Cake Boss | ['Food', 'Family'] | English | 4.6"
Cake Wars,['Food'],English,,Cake Wars | ['Food'] | English
Californication,"['Drama', 'Comedy']",English,7.9,"Californication | ['Drama', 'Comedy'] | English | 7.9"
Call the Midwife,"['Drama', 'Medical']",English,8,"Call the Midwife | ['Drama', 'Medical'] | English | 8"
Camelot,"['Drama', 'Fantasy']",English,6.8,"Camelot | ['Drama', 'Fantasy'] | English | 6.8"
Camp,"['Drama', 'Comedy', 'Romance']",English,,"Camp | ['Drama', 'Comedy', 'Romance'] | English"
Cancer: The Emperor of All Maladies,[],English,,Cancer: The Emperor of All Maladies | [] | English
Candidly Nicole,[],English,,Candidly Nicole | [] | English
Caprica,"['Drama', 'Science-Fiction']",English,7.5,"Caprica | ['Drama', 'Science-Fiction'] | English | 7.5"
Car Matchmaker,[],English,,Car Matchmaker | [] | English
Card Sharks,[],English,,Card Sharks | [] | English
Carnival Eats,['Food'],English,4.8,Carnival Eats | ['Food'] | English | 4.8
Carnivàle,"['Drama', 'Fantasy', 'Horror']",English,8,"Carnivàle | ['Drama', 'Fantasy', 'Horror'] | English | 8"
Carrie's War,"['Drama', 'Children']",English,,"Carrie's War | ['Drama', 'Children'] | English"
Casanova,"['Drama', 'Romance']",English,7,"Casanova | ['Drama', 'Romance'] | English | 7"
Cashmere Mafia,[],English,6.8,Cashmere Mafia | [] | English | 6.8
Castle,"['Drama', 'Crime']",English,8.2,"Castle | ['Drama', 'Crime'] | English | 8.2"
Casualty,"['Drama', 'Medical']",English,7.1,"Casualty | ['Drama', 'Medical'] | English | 7.1"
Cat's Eye,"['Comedy', 'Action', 'Adventure', 'Anime']",Japanese,,"Cat's Eye | ['Comedy', 'Action', 'Adventure', 'Anime'] | Japanese"
Catch a Contractor,[],English,,Catch a Contractor | [] | English
Catching Monsters,[],English,,Catching Monsters | [] | English
Catfish: The TV Show,[],English,5.9,Catfish: The TV Show | [] | English | 5.9
Catterick,['Comedy'],English,,Catterick | ['Comedy'] | English
Caught on Camera with Nick Cannon,[],English,,Caught on Camera with Nick Cannon | [] | English
Cavemen,['Comedy'],English,,Cavemen | ['Comedy'] | English
Cedar Cove,"['Drama', 'Romance', 'Mystery']",English,7.3,"Cedar Cove | ['Drama', 'Romance', 'Mystery'] | English | 7.3"
Cedric's Barber Battle,[],English,,Cedric's Barber Battle | [] | English
Celebrated,[],English,,Celebrated | [] | English
Celebrity Big Brother,[],English,5,Celebrity Big Brother | [] | English | 5
Celebrity Damage Control,[],English,,Celebrity Damage Control | [] | English
Celebrity Family Feud,['Family'],English,7.1,Celebrity Family Feud | ['Family'] | English | 7.1
Celebrity Motor Homes,[],English,,Celebrity Motor Homes | [] | English
Celebrity Wife Swap,['Family'],English,,Celebrity Wife Swap | ['Family'] | English
Chain Reaction,[],English,,Chain Reaction | [] | English
Chaos,"['Drama', 'Comedy', 'Espionage']",English,7.5,"Chaos | ['Drama', 'Comedy', 'Espionage'] | English | 7.5"
Charles in Charge,['Comedy'],English,6,Charles in Charge | ['Comedy'] | English | 6
Charlie's Angels,"['Action', 'Adventure']",English,7.8,"Charlie's Angels | ['Action', 'Adventure'] | English | 7.8"
Charlie's Angels,"['Action', 'Crime']",English,7.7,"Charlie's Angels | ['Action', 'Crime'] | English | 7.7"
Charmed,"['Drama', 'Romance', 'Supernatural']",English,8.1,"Charmed | ['Drama', 'Romance', 'Supernatural'] | English | 8.1"
Chase,"['Drama', 'Action', 'Crime']",English,7.8,"Chase | ['Drama', 'Action', 'Crime'] | English | 7.8"
Chasing Life,"['Drama', 'Romance', 'Medical']",English,7.8,"Chasing Life | ['Drama', 'Romance', 'Medical'] | English | 7.8"
Chasing Shadows,"['Drama', 'Crime', 'Thriller']",English,7.4,"Chasing Shadows | ['Drama', 'Crime', 'Thriller'] | English | 7.4"
Cheers,['Comedy'],English,8.1,Cheers | ['Comedy'] | English | 8.1
Chicago Fire,"['Drama', 'Action']",English,7.9,"Chicago Fire | ['Drama', 'Action'] | English | 7.9"
Chicago Med,"['Drama', 'Medical']",English,7.7,"Chicago Med | ['Drama', 'Medical'] | English | 7.7"
Chicago P.D.,"['Drama', 'Crime']",English,8,"Chicago P.D. | ['Drama', 'Crime'] | English | 8"
Child Genius,[],English,,Child Genius | [] | English
Children of Dune,"['Drama', 'Science-Fiction']",English,7.8,"Children of Dune | ['Drama', 'Science-Fiction'] | English | 7.8"
"China, IL",['Comedy'],English,4.8,"China, IL | ['Comedy'] | English | 4.8"
CHiPs,"['Drama', 'Action', 'Crime']",English,7.1,"CHiPs | ['Drama', 'Action', 'Crime'] | English | 7.1"
Chiringuito de Pepe,"['Drama', 'Comedy', 'Food']",Spanish,,"Chiringuito de Pepe | ['Drama', 'Comedy', 'Food'] | Spanish"
Chopped,['Food'],English,6.3,Chopped | ['Food'] | English | 6.3
Chowder,"['Comedy', 'Children']",English,7.9,"Chowder | ['Comedy', 'Children'] | English | 7.9"
Chrisley Knows Best,"['Comedy', 'Family']",English,5.4,"Chrisley Knows Best | ['Comedy', 'Family'] | English | 5.4"
Christina Milian Turned Up,['Music'],English,,Christina Milian Turned Up | ['Music'] | English
Chuck,"['Drama', 'Comedy', 'Action']",English,8.3,"Chuck | ['Drama', 'Comedy', 'Action'] | English | 8.3"
Citizen Khan,"['Comedy', 'Family']",English,6.7,"Citizen Khan | ['Comedy', 'Family'] | English | 6.7"
Civil War: Blood on the Battlefields,[],English,,Civil War: Blood on the Battlefields | [] | English
Claymore,"['Action', 'Adventure', 'Anime', 'Fantasy']",Japanese,8,"Claymore | ['Action', 'Adventure', 'Anime', 'Fantasy'] | Japanese | 8"
Cleaners,"['Action', 'Crime', 'Thriller']",English,6.5,"Cleaners | ['Action', 'Crime', 'Thriller'] | English | 6.5"
Cleopatra 2525,"['Action', 'Adventure', 'Science-Fiction']",English,6.8,"Cleopatra 2525 | ['Action', 'Adventure', 'Science-Fiction'] | English | 6.8"
Clipped,['Comedy'],English,6.9,Clipped | ['Comedy'] | English | 6.9
Clone,['Comedy'],English,,Clone | ['Comedy'] | English
Clone High,"['Comedy', 'Science-Fiction']",English,7.3,"Clone High | ['Comedy', 'Science-Fiction'] | English | 7.3"
Club de Cuervos,"['Drama', 'Comedy', 'Sports']",Spanish,6.7,"Club de Cuervos | ['Drama', 'Comedy', 'Sports'] | Spanish | 6.7"
Coaching Bad,['Sports'],English,,Coaching Bad | ['Sports'] | English
Code 37,"['Drama', 'Crime']",Dutch,,"Code 37 | ['Drama', 'Crime'] | Dutch"
Code Black,"['Drama', 'Medical']",English,8.1,"Code Black | ['Drama', 'Medical'] | English | 8.1"
Code Name: Eternity,[],English,,Code Name: Eternity | [] | English
Code of a Killer,"['Drama', 'Crime']",English,7.6,"Code of a Killer | ['Drama', 'Crime'] | English | 7.6"
